state,as_of_date,enumerated,type,finished
U.S. Total,2020-08-28,81,observation,2020-10-05
Alabama,2020-08-28,72.3,observation,2020-10-18
Alaska,2020-08-28,84.4,observation,2020-09-26
Arizona,2020-08-28,72.1,observation,2020-10-10
Arkansas,2020-08-28,81.8,observation,2020-09-25
California,2020-08-28,85.2,observation,2020-09-30
Colorado,2020-08-28,82.8,observation,2020-10-07
Connecticut,2020-08-28,89.3,observation,2020-09-24
Delaware,2020-08-28,77.8,observation,2020-10-06
District of Columbia,2020-08-28,79.2,observation,2020-10-09
Florida,2020-08-28,74,observation,2020-10-10
Georgia,2020-08-28,71.9,observation,2020-10-13
Hawaii,2020-08-28,88.8,observation,2020-09-17
Idaho,2020-08-28,96.2,observation,2020-09-11
Illinois,2020-08-28,87.2,observation,2020-09-30
Indiana,2020-08-28,89,observation,2020-09-23
Iowa,2020-08-28,77.6,observation,2020-10-05
Kansas,2020-08-28,90.4,observation,2020-09-23
Kentucky,2020-08-28,79.8,observation,2020-10-08
Louisiana,2020-08-28,73.8,observation,2020-10-15
Maine,2020-08-28,89.4,observation,2020-09-21
Maryland,2020-08-28,86,observation,2020-10-01
Massachusetts,2020-08-28,85.4,observation,2020-09-30
Michigan,2020-08-28,81.1,observation,2020-10-03
Minnesota,2020-08-28,87.3,observation,2020-09-26
Mississippi,2020-08-28,72.9,observation,2020-10-14
Missouri,2020-08-28,85.9,observation,2020-09-30
Montana,2020-08-28,72.6,observation,2020-10-14
Nebraska,2020-08-28,83.2,observation,2020-09-29
Nevada,2020-08-28,77.3,observation,2020-10-03
New Hampshire,2020-08-28,80,observation,2020-09-26
New Jersey,2020-08-28,80.3,observation,2020-10-01
New Mexico,2020-08-28,70.2,observation,2020-10-11
New York,2020-08-28,77.9,observation,2020-10-02
North Carolina,2020-08-28,73.5,observation,2020-10-11
North Dakota,2020-08-28,83.5,observation,2020-09-28
Ohio,2020-08-28,84.1,observation,2020-09-30
Oklahoma,2020-08-28,77.8,observation,2020-10-08
Oregon,2020-08-28,89.4,observation,2020-10-02
Pennsylvania,2020-08-28,84.4,observation,2020-10-02
Rhode Island,2020-08-28,81,observation,2020-09-29
South Carolina,2020-08-28,72.5,observation,2020-10-14
South Dakota,2020-08-28,79.2,observation,2020-10-08
Tennessee,2020-08-28,81.3,observation,2020-10-04
Texas,2020-08-28,76.8,observation,2020-10-01
Utah,2020-08-28,84.3,observation,2020-09-25
Vermont,2020-08-28,79.7,observation,2020-09-22
Virginia,2020-08-28,83.1,observation,2020-10-03
Washington,2020-08-28,91,observation,2020-09-24
West Virginia,2020-08-28,92.3,observation,2020-09-12
Wisconsin,2020-08-28,89.1,observation,2020-09-25
Wyoming,2020-08-28,77.4,observation,2020-10-05
Puerto Rico,2020-08-28,71.3,observation,2020-09-23
U.S. Total,2020-08-29,81.7,observation,2020-10-05
Alabama,2020-08-29,73,observation,2020-10-18
Alaska,2020-08-29,85.1,observation,2020-09-26
Arizona,2020-08-29,72.9,observation,2020-10-10
Arkansas,2020-08-29,83,observation,2020-09-25
California,2020-08-29,85.9,observation,2020-09-30
Colorado,2020-08-29,83.5,observation,2020-10-07
Connecticut,2020-08-29,90,observation,2020-09-24
Delaware,2020-08-29,78.5,observation,2020-10-06
District of Columbia,2020-08-29,79.7,observation,2020-10-09
Florida,2020-08-29,74.8,observation,2020-10-10
Georgia,2020-08-29,72.7,observation,2020-10-13
Hawaii,2020-08-29,89.7,observation,2020-09-17
Idaho,2020-08-29,96.5,observation,2020-09-11
Illinois,2020-08-29,87.7,observation,2020-09-30
Indiana,2020-08-29,89.6,observation,2020-09-23
Iowa,2020-08-29,78.5,observation,2020-10-05
Kansas,2020-08-29,91,observation,2020-09-23
Kentucky,2020-08-29,80.4,observation,2020-10-08
Louisiana,2020-08-29,74.4,observation,2020-10-15
Maine,2020-08-29,89.8,observation,2020-09-21
Maryland,2020-08-29,86.5,observation,2020-10-01
Massachusetts,2020-08-29,85.9,observation,2020-09-30
Michigan,2020-08-29,81.8,observation,2020-10-03
Minnesota,2020-08-29,87.9,observation,2020-09-26
Mississippi,2020-08-29,73.7,observation,2020-10-14
Missouri,2020-08-29,86.5,observation,2020-09-30
Montana,2020-08-29,73.3,observation,2020-10-14
Nebraska,2020-08-29,84,observation,2020-09-29
Nevada,2020-08-29,78.5,observation,2020-10-03
New Hampshire,2020-08-29,80.7,observation,2020-09-26
New Jersey,2020-08-29,81,observation,2020-10-01
New Mexico,2020-08-29,71.2,observation,2020-10-11
New York,2020-08-29,78.8,observation,2020-10-02
North Carolina,2020-08-29,74.3,observation,2020-10-11
North Dakota,2020-08-29,84.1,observation,2020-09-28
Ohio,2020-08-29,84.9,observation,2020-09-30
Oklahoma,2020-08-29,78.5,observation,2020-10-08
Oregon,2020-08-29,90,observation,2020-10-02
Pennsylvania,2020-08-29,85,observation,2020-10-02
Rhode Island,2020-08-29,81.8,observation,2020-09-29
South Carolina,2020-08-29,73.4,observation,2020-10-14
South Dakota,2020-08-29,80,observation,2020-10-08
Tennessee,2020-08-29,82.2,observation,2020-10-04
Texas,2020-08-29,77.7,observation,2020-10-01
Utah,2020-08-29,85.1,observation,2020-09-25
Vermont,2020-08-29,80.8,observation,2020-09-22
Virginia,2020-08-29,83.7,observation,2020-10-03
Washington,2020-08-29,91.5,observation,2020-09-24
West Virginia,2020-08-29,92.9,observation,2020-09-12
Wisconsin,2020-08-29,89.8,observation,2020-09-25
Wyoming,2020-08-29,78.3,observation,2020-10-05
Puerto Rico,2020-08-29,72.8,observation,2020-09-23
U.S. Total,2020-08-30,82.4,observation,2020-10-05
Alabama,2020-08-30,73.6,observation,2020-10-18
Alaska,2020-08-30,85.9,observation,2020-09-26
Arizona,2020-08-30,73.6,observation,2020-10-10
Arkansas,2020-08-30,84.1,observation,2020-09-25
California,2020-08-30,86.6,observation,2020-09-30
Colorado,2020-08-30,84.1,observation,2020-10-07
Connecticut,2020-08-30,90.6,observation,2020-09-24
Delaware,2020-08-30,79.4,observation,2020-10-06
District of Columbia,2020-08-30,80.4,observation,2020-10-09
Florida,2020-08-30,75.5,observation,2020-10-10
Georgia,2020-08-30,73.3,observation,2020-10-13
Hawaii,2020-08-30,90.4,observation,2020-09-17
Idaho,2020-08-30,96.7,observation,2020-09-11
Illinois,2020-08-30,88.2,observation,2020-09-30
Indiana,2020-08-30,90.2,observation,2020-09-23
Iowa,2020-08-30,79.4,observation,2020-10-05
Kansas,2020-08-30,91.5,observation,2020-09-23
Kentucky,2020-08-30,81.1,observation,2020-10-08
Louisiana,2020-08-30,75,observation,2020-10-15
Maine,2020-08-30,90.4,observation,2020-09-21
Maryland,2020-08-30,87,observation,2020-10-01
Massachusetts,2020-08-30,86.6,observation,2020-09-30
Michigan,2020-08-30,82.5,observation,2020-10-03
Minnesota,2020-08-30,88.4,observation,2020-09-26
Mississippi,2020-08-30,74.4,observation,2020-10-14
Missouri,2020-08-30,87.2,observation,2020-09-30
Montana,2020-08-30,74.1,observation,2020-10-14
Nebraska,2020-08-30,84.7,observation,2020-09-29
Nevada,2020-08-30,79.7,observation,2020-10-03
New Hampshire,2020-08-30,81.9,observation,2020-09-26
New Jersey,2020-08-30,81.8,observation,2020-10-01
New Mexico,2020-08-30,72.1,observation,2020-10-11
New York,2020-08-30,79.9,observation,2020-10-02
North Carolina,2020-08-30,75.1,observation,2020-10-11
North Dakota,2020-08-30,84.6,observation,2020-09-28
Ohio,2020-08-30,85.5,observation,2020-09-30
Oklahoma,2020-08-30,79.3,observation,2020-10-08
Oregon,2020-08-30,90.7,observation,2020-10-02
Pennsylvania,2020-08-30,85.7,observation,2020-10-02
Rhode Island,2020-08-30,82.9,observation,2020-09-29
South Carolina,2020-08-30,74.1,observation,2020-10-14
South Dakota,2020-08-30,80.8,observation,2020-10-08
Tennessee,2020-08-30,83,observation,2020-10-04
Texas,2020-08-30,78.5,observation,2020-10-01
Utah,2020-08-30,85.6,observation,2020-09-25
Vermont,2020-08-30,82.2,observation,2020-09-22
Virginia,2020-08-30,84.3,observation,2020-10-03
Washington,2020-08-30,92.1,observation,2020-09-24
West Virginia,2020-08-30,93.6,observation,2020-09-12
Wisconsin,2020-08-30,90.5,observation,2020-09-25
Wyoming,2020-08-30,79.2,observation,2020-10-05
Puerto Rico,2020-08-30,74.3,observation,2020-09-23
U.S. Total,2020-08-31,83.2,observation,2020-10-05
Alabama,2020-08-31,74.3,observation,2020-10-18
Alaska,2020-08-31,86.6,observation,2020-09-26
Arizona,2020-08-31,74.4,observation,2020-10-10
Arkansas,2020-08-31,85.2,observation,2020-09-25
California,2020-08-31,87.4,observation,2020-09-30
Colorado,2020-08-31,84.8,observation,2020-10-07
Connecticut,2020-08-31,91.2,observation,2020-09-24
Delaware,2020-08-31,80.3,observation,2020-10-06
District of Columbia,2020-08-31,81.1,observation,2020-10-09
Florida,2020-08-31,76.4,observation,2020-10-10
Georgia,2020-08-31,74,observation,2020-10-13
Hawaii,2020-08-31,91.1,observation,2020-09-17
Idaho,2020-08-31,97,observation,2020-09-11
Illinois,2020-08-31,88.7,observation,2020-09-30
Indiana,2020-08-31,90.9,observation,2020-09-23
Iowa,2020-08-31,80.2,observation,2020-10-05
Kansas,2020-08-31,92.1,observation,2020-09-23
Kentucky,2020-08-31,81.8,observation,2020-10-08
Louisiana,2020-08-31,75.7,observation,2020-10-15
Maine,2020-08-31,91.2,observation,2020-09-21
Maryland,2020-08-31,87.5,observation,2020-10-01
Massachusetts,2020-08-31,87.3,observation,2020-09-30
Michigan,2020-08-31,83.4,observation,2020-10-03
Minnesota,2020-08-31,89.1,observation,2020-09-26
Mississippi,2020-08-31,75.2,observation,2020-10-14
Missouri,2020-08-31,87.9,observation,2020-09-30
Montana,2020-08-31,74.9,observation,2020-10-14
Nebraska,2020-08-31,85.4,observation,2020-09-29
Nevada,2020-08-31,80.9,observation,2020-10-03
New Hampshire,2020-08-31,83.1,observation,2020-09-26
New Jersey,2020-08-31,82.7,observation,2020-10-01
New Mexico,2020-08-31,73,observation,2020-10-11
New York,2020-08-31,80.9,observation,2020-10-02
North Carolina,2020-08-31,75.9,observation,2020-10-11
North Dakota,2020-08-31,85.3,observation,2020-09-28
Ohio,2020-08-31,86.3,observation,2020-09-30
Oklahoma,2020-08-31,80,observation,2020-10-08
Oregon,2020-08-31,91.4,observation,2020-10-02
Pennsylvania,2020-08-31,86.4,observation,2020-10-02
Rhode Island,2020-08-31,83.8,observation,2020-09-29
South Carolina,2020-08-31,75,observation,2020-10-14
South Dakota,2020-08-31,81.6,observation,2020-10-08
Tennessee,2020-08-31,83.9,observation,2020-10-04
Texas,2020-08-31,79.5,observation,2020-10-01
Utah,2020-08-31,86.4,observation,2020-09-25
Vermont,2020-08-31,83.5,observation,2020-09-22
Virginia,2020-08-31,84.9,observation,2020-10-03
Washington,2020-08-31,92.6,observation,2020-09-24
West Virginia,2020-08-31,94.2,observation,2020-09-12
Wisconsin,2020-08-31,91.2,observation,2020-09-25
Wyoming,2020-08-31,80.1,observation,2020-10-05
Puerto Rico,2020-08-31,75.8,observation,2020-09-23
U.S. Total,2020-09-01,84.1,observation,2020-10-05
Alabama,2020-09-01,75,observation,2020-10-18
Alaska,2020-09-01,87.2,observation,2020-09-26
Arizona,2020-09-01,75.3,observation,2020-10-10
Arkansas,2020-09-01,86.2,observation,2020-09-25
California,2020-09-01,88.1,observation,2020-09-30
Colorado,2020-09-01,85.5,observation,2020-10-07
Connecticut,2020-09-01,91.8,observation,2020-09-24
Delaware,2020-09-01,81.3,observation,2020-10-06
District of Columbia,2020-09-01,82.1,observation,2020-10-09
Florida,2020-09-01,77.4,observation,2020-10-10
Georgia,2020-09-01,74.9,observation,2020-10-13
Hawaii,2020-09-01,91.9,observation,2020-09-17
Idaho,2020-09-01,97.2,observation,2020-09-11
Illinois,2020-09-01,89.2,observation,2020-09-30
Indiana,2020-09-01,91.6,observation,2020-09-23
Iowa,2020-09-01,81.1,observation,2020-10-05
Kansas,2020-09-01,92.7,observation,2020-09-23
Kentucky,2020-09-01,82.6,observation,2020-10-08
Louisiana,2020-09-01,76.5,observation,2020-10-15
Maine,2020-09-01,92,observation,2020-09-21
Maryland,2020-09-01,88.2,observation,2020-10-01
Massachusetts,2020-09-01,88,observation,2020-09-30
Michigan,2020-09-01,84.2,observation,2020-10-03
Minnesota,2020-09-01,89.7,observation,2020-09-26
Mississippi,2020-09-01,75.9,observation,2020-10-14
Missouri,2020-09-01,88.6,observation,2020-09-30
Montana,2020-09-01,75.8,observation,2020-10-14
Nebraska,2020-09-01,86.2,observation,2020-09-29
Nevada,2020-09-01,82.1,observation,2020-10-03
New Hampshire,2020-09-01,84.3,observation,2020-09-26
New Jersey,2020-09-01,83.6,observation,2020-10-01
New Mexico,2020-09-01,74.3,observation,2020-10-11
New York,2020-09-01,82,observation,2020-10-02
North Carolina,2020-09-01,77.1,observation,2020-10-11
North Dakota,2020-09-01,85.7,observation,2020-09-28
Ohio,2020-09-01,87.1,observation,2020-09-30
Oklahoma,2020-09-01,80.8,observation,2020-10-08
Oregon,2020-09-01,92.1,observation,2020-10-02
Pennsylvania,2020-09-01,87.3,observation,2020-10-02
Rhode Island,2020-09-01,84.9,observation,2020-09-29
South Carolina,2020-09-01,76,observation,2020-10-14
South Dakota,2020-09-01,82.5,observation,2020-10-08
Tennessee,2020-09-01,84.8,observation,2020-10-04
Texas,2020-09-01,80.5,observation,2020-10-01
Utah,2020-09-01,87.3,observation,2020-09-25
Vermont,2020-09-01,84.7,observation,2020-09-22
Virginia,2020-09-01,85.6,observation,2020-10-03
Washington,2020-09-01,93.2,observation,2020-09-24
West Virginia,2020-09-01,94.8,observation,2020-09-12
Wisconsin,2020-09-01,91.9,observation,2020-09-25
Wyoming,2020-09-01,81.1,observation,2020-10-05
Puerto Rico,2020-09-01,77.3,observation,2020-09-23
U.S. Total,2020-09-02,84.9,observation,2020-10-05
Alabama,2020-09-02,75.8,observation,2020-10-18
Alaska,2020-09-02,87.7,observation,2020-09-26
Arizona,2020-09-02,76.2,observation,2020-10-10
Arkansas,2020-09-02,87.2,observation,2020-09-25
California,2020-09-02,88.9,observation,2020-09-30
Colorado,2020-09-02,86.2,observation,2020-10-07
Connecticut,2020-09-02,92.3,observation,2020-09-24
Delaware,2020-09-02,82.2,observation,2020-10-06
District of Columbia,2020-09-02,82.8,observation,2020-10-09
Florida,2020-09-02,78.4,observation,2020-10-10
Georgia,2020-09-02,75.7,observation,2020-10-13
Hawaii,2020-09-02,92.6,observation,2020-09-17
Idaho,2020-09-02,97.5,observation,2020-09-11
Illinois,2020-09-02,89.8,observation,2020-09-30
Indiana,2020-09-02,92.3,observation,2020-09-23
Iowa,2020-09-02,82,observation,2020-10-05
Kansas,2020-09-02,93.3,observation,2020-09-23
Kentucky,2020-09-02,83.3,observation,2020-10-08
Louisiana,2020-09-02,77.3,observation,2020-10-15
Maine,2020-09-02,92.7,observation,2020-09-21
Maryland,2020-09-02,88.7,observation,2020-10-01
Massachusetts,2020-09-02,88.7,observation,2020-09-30
Michigan,2020-09-02,85.1,observation,2020-10-03
Minnesota,2020-09-02,90.3,observation,2020-09-26
Mississippi,2020-09-02,76.8,observation,2020-10-14
Missouri,2020-09-02,89.4,observation,2020-09-30
Montana,2020-09-02,76.7,observation,2020-10-14
Nebraska,2020-09-02,87,observation,2020-09-29
Nevada,2020-09-02,83.3,observation,2020-10-03
New Hampshire,2020-09-02,85.2,observation,2020-09-26
New Jersey,2020-09-02,84.4,observation,2020-10-01
New Mexico,2020-09-02,75.6,observation,2020-10-11
New York,2020-09-02,83,observation,2020-10-02
North Carolina,2020-09-02,78.1,observation,2020-10-11
North Dakota,2020-09-02,86.3,observation,2020-09-28
Ohio,2020-09-02,87.9,observation,2020-09-30
Oklahoma,2020-09-02,81.6,observation,2020-10-08
Oregon,2020-09-02,92.8,observation,2020-10-02
Pennsylvania,2020-09-02,88,observation,2020-10-02
Rhode Island,2020-09-02,85.7,observation,2020-09-29
South Carolina,2020-09-02,77,observation,2020-10-14
South Dakota,2020-09-02,83.4,observation,2020-10-08
Tennessee,2020-09-02,85.7,observation,2020-10-04
Texas,2020-09-02,81.6,observation,2020-10-01
Utah,2020-09-02,88.2,observation,2020-09-25
Vermont,2020-09-02,85.9,observation,2020-09-22
Virginia,2020-09-02,86.4,observation,2020-10-03
Washington,2020-09-02,93.8,observation,2020-09-24
West Virginia,2020-09-02,95.4,observation,2020-09-12
Wisconsin,2020-09-02,92.6,observation,2020-09-25
Wyoming,2020-09-02,82.1,observation,2020-10-05
Puerto Rico,2020-09-02,79.1,observation,2020-09-23
U.S. Total,2020-09-03,85.7,observation,2020-10-05
Alabama,2020-09-03,76.6,observation,2020-10-18
Alaska,2020-09-03,88.2,observation,2020-09-26
Arizona,2020-09-03,77.1,observation,2020-10-10
Arkansas,2020-09-03,88.3,observation,2020-09-25
California,2020-09-03,89.5,observation,2020-09-30
Colorado,2020-09-03,86.9,observation,2020-10-07
Connecticut,2020-09-03,92.8,observation,2020-09-24
Delaware,2020-09-03,83.1,observation,2020-10-06
District of Columbia,2020-09-03,83.6,observation,2020-10-09
Florida,2020-09-03,79.4,observation,2020-10-10
Georgia,2020-09-03,76.6,observation,2020-10-13
Hawaii,2020-09-03,93.2,observation,2020-09-17
Idaho,2020-09-03,97.7,observation,2020-09-11
Illinois,2020-09-03,90.4,observation,2020-09-30
Indiana,2020-09-03,93,observation,2020-09-23
Iowa,2020-09-03,82.9,observation,2020-10-05
Kansas,2020-09-03,93.8,observation,2020-09-23
Kentucky,2020-09-03,84,observation,2020-10-08
Louisiana,2020-09-03,78.1,observation,2020-10-15
Maine,2020-09-03,93.3,observation,2020-09-21
Maryland,2020-09-03,89.2,observation,2020-10-01
Massachusetts,2020-09-03,89.4,observation,2020-09-30
Michigan,2020-09-03,85.9,observation,2020-10-03
Minnesota,2020-09-03,91,observation,2020-09-26
Mississippi,2020-09-03,77.5,observation,2020-10-14
Missouri,2020-09-03,90.1,observation,2020-09-30
Montana,2020-09-03,77.6,observation,2020-10-14
Nebraska,2020-09-03,87.8,observation,2020-09-29
Nevada,2020-09-03,84.3,observation,2020-10-03
New Hampshire,2020-09-03,86.2,observation,2020-09-26
New Jersey,2020-09-03,85.3,observation,2020-10-01
New Mexico,2020-09-03,76.8,observation,2020-10-11
New York,2020-09-03,84,observation,2020-10-02
North Carolina,2020-09-03,79.2,observation,2020-10-11
North Dakota,2020-09-03,87,observation,2020-09-28
Ohio,2020-09-03,88.6,observation,2020-09-30
Oklahoma,2020-09-03,82.5,observation,2020-10-08
Oregon,2020-09-03,93.4,observation,2020-10-02
Pennsylvania,2020-09-03,88.7,observation,2020-10-02
Rhode Island,2020-09-03,86.6,observation,2020-09-29
South Carolina,2020-09-03,78,observation,2020-10-14
South Dakota,2020-09-03,84.4,observation,2020-10-08
Tennessee,2020-09-03,86.6,observation,2020-10-04
Texas,2020-09-03,82.6,observation,2020-10-01
Utah,2020-09-03,89.1,observation,2020-09-25
Vermont,2020-09-03,87.1,observation,2020-09-22
Virginia,2020-09-03,87,observation,2020-10-03
Washington,2020-09-03,94.3,observation,2020-09-24
West Virginia,2020-09-03,96,observation,2020-09-12
Wisconsin,2020-09-03,93.2,observation,2020-09-25
Wyoming,2020-09-03,83,observation,2020-10-05
Puerto Rico,2020-09-03,80.7,observation,2020-09-23
U.S. Total,2020-09-04,86.4,observation,2020-10-05
Alabama,2020-09-04,77.3,observation,2020-10-18
Alaska,2020-09-04,88.8,observation,2020-09-26
Arizona,2020-09-04,78,observation,2020-10-10
Arkansas,2020-09-04,89.3,observation,2020-09-25
California,2020-09-04,90.1,observation,2020-09-30
Colorado,2020-09-04,87.5,observation,2020-10-07
Connecticut,2020-09-04,93.2,observation,2020-09-24
Delaware,2020-09-04,83.9,observation,2020-10-06
District of Columbia,2020-09-04,84.4,observation,2020-10-09
Florida,2020-09-04,80.3,observation,2020-10-10
Georgia,2020-09-04,77.4,observation,2020-10-13
Hawaii,2020-09-04,93.8,observation,2020-09-17
Idaho,2020-09-04,97.9,observation,2020-09-11
Illinois,2020-09-04,91,observation,2020-09-30
Indiana,2020-09-04,93.5,observation,2020-09-23
Iowa,2020-09-04,83.7,observation,2020-10-05
Kansas,2020-09-04,94.2,observation,2020-09-23
Kentucky,2020-09-04,84.6,observation,2020-10-08
Louisiana,2020-09-04,78.8,observation,2020-10-15
Maine,2020-09-04,93.9,observation,2020-09-21
Maryland,2020-09-04,89.8,observation,2020-10-01
Massachusetts,2020-09-04,90,observation,2020-09-30
Michigan,2020-09-04,86.7,observation,2020-10-03
Minnesota,2020-09-04,91.6,observation,2020-09-26
Mississippi,2020-09-04,78.2,observation,2020-10-14
